topic_id,global_score,topic_observations,dt,mt,maxm,minm,stdm,avgm,top_phrases,phrase_count_shown,num_dipoles,analyzer_rows,top_dipoles,top_labels,avg_pi,max_pi,sum_obs_in_analyzer,max_obs_in_analyzer,candidate_narrative,relevant_to_disinformation,notes
t698734,3.657142857142857,128,35,1.0,1.0,0.0,0.4948716593053935,0.5714285714285714,that kind | this kind | a kind | some kind | the kind | any kind | those kinds | what kind | just the kinds | all kinds,10,35,35,D6_38 (1) | D32_45 (1) | D20_38 (1) | D22_40 (1) | D19_910 (1),Polarization0 (20) | Polarization1 (15),0.5714285714285714,1.0,128,7,,,
t700709,3.6507936507936503,115,21,0.6666666666666666,1.0,0.0,0.3903894938064416,0.5520198202737886,a letter | your letters | The letter | letters | the letters | the letter | my letter | Letter | Letters | her letter,10,21,21,D19_910 (1) | D10_134 (1) | D59_125 (1) | D8_20 (1) | D10_189 (1),Polarization0 (6) | Polarization7 (6) | Polarization1 (6) | Polarization3 (1) | Polarization4 (1),0.5520198202737886,1.0,115,16,,,
t673860,3.636363636363636,40,11,1.0,1.0,0.0,0.4979295977319691,0.5454545454545454,any activity | your activity | The activity | activities | all our activities | the activity | activity | any activities | their activities | the activities,10,11,11,D64_905 (1) | D182_910 (1) | D19_910 (1) | D19_52 (1) | D6_52 (1),Polarization0 (6) | Polarization1 (5),0.5454545454545454,1.0,40,5,,,
t141546,3.628648516065735,1138,151,0.4814814814814815,1.0,0.0,0.3837363886271448,0.4346959331614768,her coach | a coach | the coach | same coach | coach | his coach | My coach | coaches | his coaches | my coach,10,151,151,D64_905 (1) | D2_27 (1) | D68_911 (1) | D24_87 (1) | D10_44 (1),Polarization1 (53) | Polarization0 (29) | Polarization5 (16) | Polarization8 (12) | Polarization6 (12),0.43469593316147687,1.0,1138,81,,,
t229499,3.625,29,4,0.5,0.5,0.0,0.2165063509461096,0.375,his sentence | their sentence | the sentence | his sentences | sentence | sentencing | a few sentences | this sentence | sentences | a sentence,10,4,4,D16_60 (1) | D16_54 (1) | D54_100 (1) | D54_60 (1),Polarization6 (3) | Polarization1 (1),0.375,0.5,29,12,,,
t205242,3.618947368421053,573,95,0.6000000000000001,1.0,0.0,0.3798365701418282,0.5345048226627174,a row | all the row | row | rowing | the row | The row | rows | (rowing | Row | A row,10,95,95,D30_907 (1) | D40_54 (1) | D24_87 (1) | D9_44 (1) | D10_44 (1),Polarization1 (24) | Polarization0 (22) | Polarization7 (12) | Polarization9 (8) | Polarization4 (8),0.5345048226627174,1.0,573,16,,,
t233333,3.611528822055138,524,84,0.5789473684210527,1.0,0.0,0.3508979354579859,0.5261237478447169,the stage | this stage | a stage | that stage | 16 stage | some stage | stage | their own stage | the stages | stages,10,84,84,D6_38 (1) | D106_879 (1) | D10_44 (1) | D3_908 (1) | D133_910 (1),Polarization1 (19) | Polarization0 (16) | Polarization6 (13) | Polarization7 (12) | Polarization5 (7),0.5261237478447169,1.0,524,23,,,
t84131,3.6079545454545454,127,22,0.625,1.0,0.0,0.3439395749325522,0.5725949975949975,the Channel | my channel | up to 160+ channels | channels | our channels | our channel | over 90 other channels | Channel | These channels | 46 channels,10,22,22,D10_44 (1) | D8_51 (1) | D10_11 (1) | D51_908 (1) | D649_910 (1),Polarization0 (6) | Polarization7 (5) | Polarization1 (3) | Polarization2 (2) | Polarization4 (2),0.5725949975949975,1.0,127,13,,,
t732923,3.6000000000000005,6,1,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0,0.6000000000000001,the passport | passports | passport | my passport | a passport | your passport | a 'Passport | their passport | their passports | her passport,10,1,1,D97_355 (1),Polarization7 (1),0.6000000000000001,0.6000000000000001,6,6,,,
t885958,3.6,72,15,0.75,1.0,0.0,0.3959066762351335,0.60995670995671,their quality | the quality | qualities | quality | the qualities | those qualities | Quality | The quality | THE QUALITY | their qualities,10,15,15,D31_70 (1) | D17_899 (1) | D1_911 (1) | D20_54 (1) | D5_10 (1),Polarization0 (6) | Polarization1 (3) | Polarization3 (2) | Polarization6 (2) | Polarization9 (1),0.60995670995671,1.0,72,12,,,
t202729,3.6,18,5,1.0,1.0,0.0,0.4000000000000001,0.8,some excellent performances | an excellent performance | her excellent performances | excellent performances | his excellent performance | a superb performance | her outstanding performance | a good performance | just some incredible performances | an incredible performance,10,5,5,D5_7 (1) | D8_24 (1) | D21_910 (1) | D11_24 (1) | D7_8 (1),Polarization0 (4) | Polarization1 (1),0.8,1.0,18,6,,,
t466653,3.6,18,5,1.0,1.0,0.0,0.4898979485566356,0.6,the tone | tones | his tone | tone | The tone | Tones,6,5,5,D38_543 (1) | D10_38 (1) | D360_910 (1) | D10_52 (1) | D38_910 (1),Polarization0 (3) | Polarization1 (2),0.6,1.0,18,5,,,
t707546,3.571428571428572,25,7,1.0,1.0,0.0,0.4948716593053935,0.5714285714285714,the French | both French | French | french | the Frenchman | The French | VERY FRENCH | THE FRENCH | only the French | Francais,10,7,7,D122_910 (1) | D20_38 (1) | D8_20 (1) | D38_45 (1) | D38_122 (1),Polarization0 (4) | Polarization1 (3),0.5714285714285714,1.0,25,5,,,
t621545,3.560145343277874,1432,166,0.4126984126984127,1.0,0.0,0.2882317239024996,0.4140322795223612,the injuries | injuries | an injury | injury | the injury | his injury | her injury | No injuries | my injuries | no other injuries,10,166,166,D2_171 (1) | D64_905 (1) | D68_911 (1) | D24_87 (1) | D9_44 (1),Polarization1 (33) | Polarization6 (27) | Polarization4 (26) | Polarization5 (19) | Polarization3 (13),0.41403227952236127,1.0,1432,28,,,
t588632,3.5509259259259256,39,6,0.5462962962962963,1.0,0.4444444444444444,0.2391726390871527,0.6697530864197532,its struggles | struggles | their struggles | some struggles | a struggle | the struggles | our struggles | the struggle | her struggles | his struggles,10,6,6,D32_45 (1) | D476_910 (1) | D376_910 (1) | D64_910 (1) | D45_910 (1),Polarization5 (3) | Polarization0 (2) | Polarization7 (1),0.6697530864197532,1.0,39,12,,,
t679514,3.5476190476190474,149,21,0.5,1.0,0.0,0.3533517573716208,0.4854459380775169,food | his own food | the food | 10 foods | my food | their food | Food | more food | The food | some food,10,21,21,D6_38 (1) | D1_24 (1) | D38_129 (1) | D10_134 (1) | D10_673 (1),Polarization1 (5) | Polarization0 (4) | Polarization4 (3) | Polarization7 (2) | Polarization6 (2),0.48544593807751696,1.0,149,19,,,
t140713,3.544791666666667,83,16,0.6833333333333333,1.0,0.0,0.4244336169688562,0.5517722473604827,"views | the view | The views | view | their views | my view | more than 760,000 views | a view | the views | that view",10,16,16,D10_376 (1) | D20_857 (1) | D0_97 (1) | D54_100 (1) | D376_910 (1),Polarization0 (6) | Polarization1 (5) | Polarization7 (3) | Polarization3 (1) | Polarization6 (1),0.5517722473604827,1.0,83,12,,,
t111317,3.541284403669725,772,109,0.5,1.0,0.0,0.3307961539342608,0.5426482284280449,July | 31 July | 27-28 July | 14 July | 26 July | (July | 18 July | 30 July | JULY | - July,10,109,109,D68_911 (1) | D9_44 (1) | D10_44 (1) | D182_910 (1) | D16_60 (1),Polarization0 (22) | Polarization6 (17) | Polarization1 (17) | Polarization8 (15) | Polarization4 (15),0.5426482284280449,1.0,772,21,,,
t910842,3.535714285714286,11,2,0.6428571428571429,1.0,0.2857142857142858,0.3571428571428571,0.6428571428571429,NOON | noon | about noon | Noon | midday | midnight | 12 midnight | a midnight | 1:00pm - M | 8.00pm,10,2,2,D108_910 (1) | D25_54 (1),Polarization3 (1) | Polarization0 (1),0.6428571428571429,1.0,11,8,,,
t483658,3.532544378698225,597,104,0.6153846153846154,1.0,0.0,0.3720847817809939,0.4925673898750822,this case | most cases | the case | case | The case | our case | some cases | his case | their case | cases,10,104,104,D134_880 (1) | D93_186 (1) | D19_93 (1) | D3_908 (1) | D16_60 (1),Polarization1 (26) | Polarization0 (20) | Polarization7 (17) | Polarization4 (9) | Polarization8 (9),0.49256738987508225,1.0,597,16,,,
t1009194,3.5243024302430244,861,101,0.4134199134199134,1.0,0.0,0.4111375949781947,0.4778535133843318,"spectators | Other spectators | spectator | the spectators | the spectator | 71,500 spectators | 300,000 spectators | no spectators | some spectators | a spectator",10,101,101,D179_910 (1) | D17_179 (1) | D9_44 (1) | D6_38 (1) | D19_93 (1),Polarization1 (35) | Polarization0 (30) | Polarization6 (10) | Polarization4 (9) | Polarization7 (8),0.47785351338433185,1.0,861,32,,,
t330986,3.5220238095238097,97,10,0.3630952380952381,1.0,0.0,0.3998582515282043,0.430952380952381,the triathlon and swimming events | the triathlon event | triathlon events | open-water swimming and triathlon events | marathon swimming and triathlon events | the triathlon events | the triathlon race | the same swimming event | triathlon competitions | the triathlon competitions,10,10,10,D16_60 (1) | D18_43 (1) | D18_486 (1) | D60_170 (1) | D16_486 (1),Polarization1 (3) | Polarization0 (2) | Polarization2 (2) | Polarization6 (2) | Polarization9 (1),0.43095238095238103,1.0,97,21,,,
t220636,3.517948717948718,49,13,0.9333333333333332,1.0,0.0,0.4047547775879565,0.6564102564102564,The mayor | Some mayors | the mayor | mayor | The Mayor | This mayor | the city's mayor | the deputy mayor | The capital's Mayor | the town mayor,10,13,13,D6_38 (1) | D19_93 (1) | D20_38 (1) | D19_910 (1) | D6_72 (1),Polarization0 (6) | Polarization1 (3) | Polarization6 (2) | Polarization10 (1) | Polarization7 (1),0.6564102564102564,1.0,49,6,,,
t876866,3.508041958041958,635,110,0.6076923076923078,1.0,0.0,0.3543412054087798,0.5326424375730596,a member | About 100 members | just a member | members | about 20 members | the 37 members | A member | the members | its members | Some members,10,110,110,D334_910 (1) | D122_910 (1) | D24_87 (1) | D6_38 (1) | D16_842 (1),Polarization0 (21) | Polarization8 (21) | Polarization1 (20) | Polarization3 (11) | Polarization6 (9),0.5326424375730596,1.0,635,20,,,
t856256,3.501785714285714,111,20,0.6309523809523809,1.0,0.0,0.4092135760441557,0.540873015873016,the roster | his roster | The roster | this roster | a roster | That roster | their rosters | their roster | Roster | its roster,10,20,20,D9_44 (1) | D199_910 (1) | D47_81 (1) | D9_81 (1) | D31_205 (1),Polarization0 (6) | Polarization1 (4) | Polarization2 (4) | Polarization9 (3) | Polarization4 (1),0.540873015873016,1.0,111,19,,,
t387012,3.5,7,2,1.0,1.0,1.0,0.0,1.0,world leaders | the world's leader | 100 world leaders | the world leader | world leader | World leaders | global leaders | other world leaders | a global leader | more than 100 global leaders,10,2,2,D6_38 (1) | D38_910 (1),Polarization0 (2),1.0,1.0,7,4,,,
t478529,3.5,7,2,1.0,1.0,1.0,0.0,1.0,wires | the wire | a wire | wire | the wires | just a wire | THE WIRE | The wire | âThe wires | leading wire,10,2,2,D44_82 (1) | D31_44 (1),Polarization0 (2),1.0,1.0,7,4,,,
t97804,3.5,7,2,1.0,1.0,1.0,0.0,1.0,par | a par | -par | pars | 19-under par | a 1-over par | the par | their below par outing | 1-under par | 2-under par,10,2,2,D31_44 (1) | D96_910 (1),Polarization0 (2),1.0,1.0,7,5,,,
t750429,3.488888888888889,314,45,0.5,1.0,0.0,0.3282963053677568,0.4452609925845552,security | Security | the security | The security | your own security | all the security | my security | SECURITY | that security | their security,10,45,45,D134_880 (1) | D19_93 (1) | D52_93 (1) | D19_446 (1) | D19_910 (1),Polarization3 (9) | Polarization1 (9) | Polarization7 (8) | Polarization8 (7) | Polarization0 (4),0.4452609925845552,1.0,314,22,,,
t823266,3.477777777777778,313,45,0.5,1.0,0.0,0.3363279036891832,0.4530062530062529,organisation | An organisation | the organisation | the organisations | his organisation | our organisation | organisations | an organisation | The organisation | any organisation,10,45,45,D122_910 (1) | D6_38 (1) | D55_911 (1) | D10_122 (1) | D52_171 (1),Polarization1 (13) | Polarization7 (11) | Polarization6 (7) | Polarization4 (6) | Polarization0 (4),0.45300625300625297,1.0,313,22,,,
t632083,3.4766905677149085,1114,136,0.4244433727192347,1.0,0.0,0.3087287388672112,0.413841823577691,tears | her tears | the tears | a few tears | tear | The tears | his tears | their tears | a tear | the tear,10,136,136,D179_910 (1) | D17_179 (1) | D30_907 (1) | D64_905 (1) | D68_911 (1),Polarization1 (35) | Polarization6 (25) | Polarization4 (18) | Polarization7 (14) | Polarization3 (9),0.41384182357769106,1.0,1114,26,,,
t875249,3.473015873015873,547,63,0.4,1.0,0.0,0.3147282028032553,0.46345743842869,conflict | such conflicts | Conflict | this conflict | the conflicts | conflicts | the conflict | a conflict | all conflicts | The conflict,10,63,63,D134_880 (1) | D2_27 (1) | D369_880 (1) | D19_93 (1) | D189_880 (1),Polarization4 (12) | Polarization1 (10) | Polarization5 (8) | Polarization0 (7) | Polarization3 (7),0.46345743842869,1.0,547,18,,,
t293441,3.470430107526881,1291,186,0.5,1.0,0.0,0.374339028545363,0.4993191442773279,others | Others | the others | all the others | about 5 others | The others | each others | few others | A few others | all others,10,186,186,D2_171 (1) | D122_910 (1) | D68_911 (1) | D93_186 (1) | D6_38 (1),Polarization1 (45) | Polarization0 (37) | Polarization3 (23) | Polarization6 (18) | Polarization8 (15),0.4993191442773279,1.0,1291,30,,,
t65204,3.460714285714286,969,140,0.5,1.0,0.0,0.3392678930428887,0.4915219567617217,host | the host | hosts | a host | the hosts | 2028 hosts | The host | The hosts | Host | the 2028 host,10,140,140,D68_911 (1) | D9_44 (1) | D6_38 (1) | D19_93 (1) | D10_44 (1),Polarization1 (24) | Polarization0 (21) | Polarization4 (20) | Polarization7 (19) | Polarization3 (14),0.4915219567617217,1.0,969,21,,,
t186369,3.4517045454545454,45,8,0.6136363636363636,1.0,0.0,0.3136281290091581,0.5659090909090909,string | a string | A string | any strings | another string | the string | strings | more strings | his own string | each others' strings,10,8,8,D10_11 (1) | D10_134 (1) | D21_134 (1) | D14_121 (1) | D21_910 (1),Polarization9 (2) | Polarization6 (2) | Polarization8 (1) | Polarization0 (1) | Polarization1 (1),0.5659090909090909,1.0,45,11,,,
t889514,3.441770495533936,796,93,0.402116402116402,1.0,0.0,0.3468736292586306,0.4400955035197544,the journalists | journalists | a journalist | their journalists | The journalist | more journalists | the journalist | Some journalists | journalist | our journalists,10,93,93,D93_186 (1) | D6_38 (1) | D19_93 (1) | D10_44 (1) | D32_68 (1),Polarization1 (22) | Polarization8 (13) | Polarization0 (13) | Polarization3 (12) | Polarization6 (9),0.44009550351975446,1.0,796,28,,,
t263995,3.438875137513751,1429,202,0.4861111111111111,1.0,0.0,0.3357860064941305,0.4893376408556755,her hand | hand | my hand | his hand | her hands | your hands | hands | 6 hands | their hands | the other hand,10,202,202,D179_910 (1) | D17_179 (1) | D2_27 (1) | D24_87 (1) | D9_44 (1),Polarization1 (36) | Polarization0 (32) | Polarization4 (31) | Polarization7 (26) | Polarization6 (17),0.4893376408556755,1.0,1429,23,,,
t212965,3.4308510638297878,430,47,0.375,1.0,0.0,0.3607320855926663,0.447620766800992,"peace | Peace | ""peace | PEACE | the peace | a peace | That peace | my peace | that peace | just peace",10,47,47,D122_910 (1) | D38_660 (1) | D6_38 (1) | D19_93 (1) | D52_93 (1),Polarization1 (11) | Polarization4 (7) | Polarization0 (6) | Polarization2 (6) | Polarization6 (6),0.44762076680099205,1.0,430,17,,,
t501715,3.428571428571429,8,1,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.0,0.4285714285714286,"bread | other breads | this bread | the bread | both bread | fresh bread | the ""true bread | sweet bread | the living bread | my cocoa bread",10,1,1,D45_910 (1),Polarization5 (1),0.4285714285714286,0.4285714285714286,8,8,,,
t814816,3.426111111111112,1762,200,0.3888888888888889,1.0,0.0,0.2916296522890187,0.4312916120804475,128 match | The match | That match | the match | those matches | 16 matches | match | the matches | this match | matches,10,200,200,D179_910 (1) | D17_179 (1) | D2_171 (1) | D30_907 (1) | D64_905 (1),Polarization6 (36) | Polarization4 (32) | Polarization1 (27) | Polarization2 (25) | Polarization3 (22),0.4312916120804475,1.0,1762,23,,,
t674983,3.423387096774193,849,124,0.5,1.0,0.0,0.3374797813335131,0.4783544294354112,issues | any issues | your issue | an issue | her issue | the issue | this issue | the issues | no issues | these issues,10,124,124,D2_171 (1) | D93_186 (1) | D6_38 (1) | D2_184 (1) | D19_93 (1),Polarization1 (29) | Polarization7 (20) | Polarization6 (19) | Polarization0 (15) | Polarization4 (15),0.47835442943541123,1.0,849,21,,,
t451599,3.417391304347827,131,23,0.6000000000000001,1.0,0.0,0.3230081890321068,0.5802737520128823,pommel horse | the pommel horse | his pommel horse | the Pommel Horse | THE POMMEL HORSE | (pommel horse | POMMEL HORSE | a pommel horse | The pommel horse | the pommel horse guy,10,23,23,D2_7 (1) | D1_24 (1) | D24_44 (1) | D63_911 (1) | D5_7 (1),Polarization0 (4) | Polarization8 (3) | Polarization7 (3) | Polarization1 (3) | Polarization9 (2),0.5802737520128823,1.0,131,11,,,
t235137,3.4065934065934065,620,91,0.5,1.0,0.0,0.3398761887527061,0.463148371293499,court | the courts | the Court | the court | Both courts | those courts | the same court | this court | that court | The Court,10,91,91,D64_905 (1) | D9_44 (1) | D50_899 (1) | D50_71 (1) | D2_7 (1),Polarization6 (22) | Polarization1 (22) | Polarization0 (14) | Polarization4 (7) | Polarization5 (7),0.46314837129349906,1.0,620,25,,,
t128534,3.389830508474576,400,59,0.5,1.0,0.0,0.3305180626172453,0.5139434200927141,The Ring | the ring | the rings | The rings | its rings | a ring | ring | rings | his ring | my ring,10,59,59,D93_186 (1) | D6_38 (1) | D2_184 (1) | D19_93 (1) | D10_44 (1),Polarization7 (11) | Polarization1 (9) | Polarization0 (9) | Polarization4 (8) | Polarization3 (6),0.5139434200927141,1.0,400,21,,,
t538994,3.375,9,2,0.75,1.0,0.5,0.25,0.75,a coalition member | a coalition | The only coalition | the coalition | no coalition | coalition | coalitions | The coalition | Coalition | A coalition,10,2,2,D93_811 (1) | D72_542 (1),Polarization0 (1) | Polarization6 (1),0.75,1.0,9,6,,,
t59503,3.36,168,25,0.5,0.8838383838383838,0.0,0.3034400477411715,0.3910659536541889,prize money | no prize money | the prize money | The prize money | Prize money | its prize money | their prize money | more prize money | any prize money | some prize money,10,25,25,D16_842 (1) | D6_908 (1) | D31_70 (1) | D30_908 (1) | D49_97 (1),Polarization7 (8) | Polarization1 (7) | Polarization2 (3) | Polarization6 (3) | Polarization9 (2),0.3910659536541889,0.8838383838383838,168,15,,,
t981786,3.355421686746988,557,83,0.5,1.0,0.0,0.3385735850689379,0.4299857438411655,"my goals | the goal | 282 goals | The goal | her goal | 123 goals | goals | 118 goals | My goal | 2024's ""goal",10,83,83,D179_910 (1) | D17_179 (1) | D2_27 (1) | D6_38 (1) | D16_842 (1),Polarization1 (25) | Polarization7 (14) | Polarization6 (12) | Polarization4 (10) | Polarization0 (9),0.42998574384116556,1.0,557,15,,,
t818526,3.339339339339339,417,37,0.2962962962962963,0.6666666666666666,0.0,0.2340658755288194,0.2978456290093119,"our understanding | their understanding | Your understanding | an understanding | no understanding | his ""understanding | the understanding | Our understanding | My understanding | my understanding",10,37,37,D179_910 (1) | D17_179 (1) | D64_905 (1) | D24_87 (1) | D64_100 (1),Polarization1 (13) | Polarization7 (6) | Polarization3 (5) | Polarization4 (5) | Polarization5 (4),0.2978456290093119,0.6666666666666666,417,25,,,
t238735,3.3386934673366824,1661,199,0.3999999999999999,1.0,0.0,0.3424387243373776,0.4361613419697959,his family | family | families | my family | her family | The family | their families | Family | their family | Our families,10,199,199,D2_171 (1) | D2_27 (1) | D68_911 (1) | D9_44 (1) | D50_899 (1),Polarization1 (50) | Polarization6 (29) | Polarization0 (23) | Polarization4 (22) | Polarization9 (19),0.43616134196979595,1.0,1661,34,,,
t287408,3.333333333333333,80,12,0.5,1.0,0.0,0.2956865833201695,0.4916666666666667,no surprise | surprises | a surprise | a 'surprise | the surprise | a few surprises | The only surprise | surprise | The surprises | more surprises,10,12,12,D16_842 (1) | D19_910 (1) | D5_19 (1) | D362_910 (1) | D19_21 (1),Polarization6 (3) | Polarization4 (3) | Polarization0 (2) | Polarization7 (2) | Polarization1 (2),0.4916666666666667,1.0,80,28,,,
t189299,3.333333333333333,10,3,1.0,1.0,0.0,0.4714045207910317,0.6666666666666666,execution | its execution | the execution | her execution | 9.400 execution | 9.200 execution | their execution | The execution | an execution | Execution,10,3,3,D42_910 (1) | D21_910 (1) | D105_911 (1),Polarization0 (2) | Polarization1 (1),0.6666666666666666,1.0,10,4,,,
t314169,3.333333333333333,10,3,1.0,1.0,0.0,0.4714045207910317,0.6666666666666666,the basis | The basis | a basis | basis | no basis | the Basis | that basis | no concrete basis,8,3,3,D6_492 (1) | D492_910 (1) | D3_6 (1),Polarization0 (2) | Polarization1 (1),0.6666666666666666,1.0,10,4,,,
t725104,3.333333333333333,10,3,1.0,1.0,0.0,0.4714045207910317,0.6666666666666666,his rivalry | The rivalry | A rivalry | a rivalry | the rivalry | their rivalry | rivalry | His rivalry | more rivalry | our rivalry,10,3,3,D40_54 (1) | D18_181 (1) | D18_50 (1),Polarization0 (2) | Polarization1 (1),0.6666666666666666,1.0,10,6,,,
t857832,3.333333333333333,10,3,1.0,1.0,0.0,0.4714045207910317,0.6666666666666666,camping | camp | these camps | their camp | this camp | a camp | camps | the camp | the camps | The camp,10,3,3,D594_595 (1) | D171_910 (1) | D21_910 (1),Polarization0 (2) | Polarization1 (1),0.6666666666666666,1.0,10,4,,,
t378410,3.303030303030303,218,33,0.5,1.0,0.0,0.3921705798582724,0.4713804713804714,no intention | My intention | its intention | any intention | an intention | their intention | my intention | his intention | the intention | his intentions,10,33,33,D10_44 (1) | D3_908 (1) | D20_38 (1) | D5_7 (1) | D38_129 (1),Polarization1 (12) | Polarization7 (7) | Polarization0 (7) | Polarization6 (6) | Polarization10 (1),0.47138047138047146,1.0,218,26,,,
t1027305,3.3,99,30,1.0,1.0,0.0,0.4955356249106167,0.5666666666666667,his neck | neck | the neck | my neck | necks | their neck | the necks | her neck | our necks | your neck,10,30,30,D9_44 (1) | D10_44 (1) | D10_11 (1) | D8_64 (1) | D5_7 (1),Polarization0 (17) | Polarization1 (13),0.5666666666666667,1.0,99,6,,,
t111310,3.3,66,10,0.5,0.5,0.0,0.1536590742882148,0.4166666666666666,clay | Clay | the clay | 'clay | clays | 'clays | Clays | the famed clay | the red clay | red clay,10,10,10,D64_905 (1) | D50_899 (1) | D17_615 (1) | D50_615 (1) | D17_899 (1),Polarization6 (7) | Polarization4 (2) | Polarization1 (1),0.41666666666666663,0.5,66,12,,,
t217204,3.291666666666667,96,16,0.5486111111111112,1.0,0.0,0.3236730929868427,0.5689732142857142,a ban | the ban | her ban | bans | his ban | The ban | this ban | all bans | the bans | its own ban,10,16,16,D19_52 (1) | D19_29 (1) | D6_52 (1) | D6_19 (1) | D18_66 (1),Polarization0 (4) | Polarization5 (3) | Polarization6 (3) | Polarization1 (2) | Polarization3 (2),0.5689732142857142,1.0,96,15,,,
t389489,3.2857142857142856,23,7,1.0,1.0,0.0,0.4948716593053935,0.5714285714285714,her first ever appearance | a first ever appearance | his first-ever appearance | her first appearance | their first appearance | its first appearance | their first appearances | his first appearance | a first appearance | her first 14 appearances,10,7,7,D93_186 (1) | D64_907 (1) | D20_54 (1) | D64_910 (1) | D93_910 (1),Polarization0 (4) | Polarization1 (3),0.5714285714285714,1.0,23,5,,,
t781849,3.2745098039215685,167,51,1.0,1.0,0.0,0.4718281356358561,0.5935729847494553,weight | a weight | the weight | its weight | their weight | her weight | the 13 weights | some weight | his weight | The weight,10,51,51,D19_93 (1) | D3_908 (1) | D6_908 (1) | D2_416 (1) | D2_7 (1),Polarization0 (26) | Polarization1 (19) | Polarization10 (2) | Polarization4 (1) | Polarization6 (1),0.5935729847494553,1.0,167,12,,,
t569034,3.272727272727273,648,99,0.5,1.0,0.0,0.3053886493473322,0.5153365351226314,the rest | some rest | rest | any rest | then the rest | a rest | THE REST | all the rest | The rest | no rest,10,99,99,D122_910 (1) | D2_27 (1) | D68_911 (1) | D9_44 (1) | D2_184 (1),Polarization6 (19) | Polarization1 (15) | Polarization7 (15) | Polarization0 (14) | Polarization4 (11),0.5153365351226314,1.0,648,14,,,
t504016,3.270516717325228,269,47,0.5714285714285714,1.0,0.0,0.3160008916505659,0.5396582928497822,their roles | the role | her role | a role | his role | its role | roles | the same roles | 10 role | other roles,10,47,47,D122_910 (1) | D6_38 (1) | D8_51 (1) | D31_70 (1) | D10_122 (1),Polarization6 (13) | Polarization0 (8) | Polarization1 (8) | Polarization7 (7) | Polarization5 (4),0.5396582928497822,1.0,269,12,,,
t122893,3.2666666666666666,588,100,0.5555555555555556,1.0,0.0,0.3198448239955602,0.5449701181171769,the men | men | 34)Men | those men | Men | 8) Men | 26 men | Both men | both the men | The men,10,100,100,D2_171 (1) | D9_44 (1) | D93_186 (1) | D6_38 (1) | D2_184 (1),Polarization6 (22) | Polarization0 (15) | Polarization1 (15) | Polarization9 (10) | Polarization7 (9),0.5449701181171769,1.0,588,15,,,
t613178,3.2573987538940807,717,107,0.486111111111111,1.0,0.0,0.3529678671758329,0.4588488236545295,March | 24 March | march | 25 March | a march | 21 March | marching | 31 March | the march | was'March,10,107,107,D93_186 (1) | D6_38 (1) | D106_879 (1) | D19_93 (1) | D182_910 (1),Polarization1 (30) | Polarization0 (16) | Polarization5 (15) | Polarization8 (11) | Polarization6 (11),0.4588488236545295,1.0,717,17,,,
t94762,3.253663003663004,209,28,0.4358974358974359,1.0,0.0,0.3469445568633113,0.4307312367871374,the authorities | authorities | The authorities | authority | other authorities | their authority | the authority | an authority | her authority | [authority,10,28,28,D2_171 (1) | D6_38 (1) | D20_38 (1) | D52_171 (1) | D20_171 (1),Polarization1 (8) | Polarization5 (5) | Polarization7 (4) | Polarization0 (4) | Polarization2 (2),0.4307312367871374,1.0,209,16,,,
t583874,3.25,91,14,0.5,1.0,0.0,0.429232294698094,0.4523809523809524,Mankind | mankind | all mankind | humanity | the humanities | Humanity | your humanity | the humanity | our humanity | humankind,10,14,14,D6_38 (1) | D20_38 (1) | D38_129 (1) | D10_33 (1) | D6_72 (1),Polarization1 (6) | Polarization0 (4) | Polarization7 (3) | Polarization4 (1),0.45238095238095244,1.0,91,12,,,
t469014,3.247863247863248,240,27,0.3653846153846153,0.7847222222222222,0.0,0.2682959651490132,0.327767654156543,"religion | religions | her religion | other religions | the Religion | Each religion | the religion | any other religion | most religions | this religion""",10,27,27,D6_38 (1) | D45_90 (1) | D20_38 (1) | D38_129 (1) | D45_576 (1),Polarization1 (10) | Polarization4 (6) | Polarization7 (5) | Polarization6 (2) | Polarization3 (2),0.327767654156543,0.7847222222222222,240,19,,,
t480629,3.2452830188679243,301,53,0.5714285714285714,1.0,0.0,0.3451333174841016,0.5336725392918994,her retirement | retirement | his retirement | my retirement | that retirement | the retirement | the retirements | a retirement | his upcoming retirement | their retirement,10,53,53,D179_910 (1) | D17_179 (1) | D64_905 (1) | D24_87 (1) | D10_44 (1),Polarization1 (11) | Polarization6 (10) | Polarization0 (9) | Polarization8 (8) | Polarization4 (4),0.5336725392918994,1.0,301,17,,,
t890631,3.222222222222222,58,12,0.6666666666666666,1.0,0.0,0.3381374605797369,0.5203754578754578,1.7 million people | the 16 million people | only 1.8 million people | 11 million people | over 178 million people | a million people | 41.5 million people | 2.3 million people | around 27 million people | nearly one million people,10,12,12,D6_38 (1) | D45_576 (1) | D21_45 (1) | D17_899 (1) | D38_45 (1),Polarization7 (3) | Polarization1 (2) | Polarization2 (2) | Polarization9 (2) | Polarization6 (1),0.5203754578754578,1.0,58,9,,,
