cluster,article_index,title,publication_date,source,url,retrieval_label,retrieval_confidence,strong_hits,support_hits,all_hits_count,snippet,claim_1_text,claim_1_category,claim_1_why,claim_2_text,claim_2_category,claim_2_why,claim_3_text,claim_3_category,claim_3_why,dominant_claim_type_in_article,article_notes,keep_for_case_study
Cluster B - Opening Ceremony / Christianity,911,"WaPo columnist defends Olympics ‘Last Supper’ display, says artist may be ‘better worshiper’ than critics | Fox News",2024-08-01,www.foxnews.com,https://www.foxnews.com/media/wapo-columnist-defends-olympics-last-supper-display-artist-may-better-worshipper-critics,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, apostles, religious, faith, mock, mockery, parody, offend",12,"...in real-time or delayed by at least 15 minutes. Market data provided byFactset. Powered and implemented byFactSet Digital Solutions.Legal Statement. Mutual Fund and ETF data provided byRefinitiv Lipper.

Bishop Robert Barron reacts to a drag queens parody allegedly mocking Christianity at the 2024 Paris Olympics on 'Fox News Live.'

Washington Post columnist Sally Jenkins blasted Christian and conservative critics of the apparent Last Supper mockery depicted at the Paris Olympics opening ceremo...",,,,,,,,,,,,
Cluster B - Opening Ceremony / Christianity,1149,Drag queen in Olympic opening ceremony has no regrets,2024-07-31,www.mercurynews.com,https://www.mercurynews.com/2024/07/31/drag-queen-in-olympic-opening-ceremony-has-no-regrets/,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, apostles, religion, religious, mock, mockery, parody, offend",12,"...tral France, Hugo Bardin never felt he lived in a world that represented who he was — a world in which he had a place.

And that is why Bardin, who performs as the drag queen Paloma, felt it was meaningful and important to be part ofa Paris Olympics opening ceremonythat presented a multifaceted, multiethnic France with people of different ethnicities and orientations.

“It was a really important moment for the French people and the representation of France around the world,” says Paloma, who too...",,,,,,,,,,,,
Cluster B - Opening Ceremony / Christianity,1335,"'An Abomination, Blasphemy': Paris Olympics Drag Show Parodying The Last Supper Sparks Outrage | WATCH | World News - News18",2024-07-27,www.news18.com,https://www.news18.com/world/an-abomination-blasphemy-paris-olympics-ceremony-sparks-outrage-with-drag-queens-parodying-last-supper-8980405.html,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, apostles, religious, faith, mock, mockery, blasphemy, parody",12,"A performance at theParis Olympicsopening ceremony has sparked backlash, particularly from the Christian community after the show featured drag queens posing behind a table reminiscent of Leonardo da Vinci’s depiction of the ‘Last Supper,’ where Jesus dined with his apostles.

One pe...",,,,,,,,,,,,
Cluster B - Opening Ceremony / Christianity,1356,Pastors Counter Conservative Fury Over Olympics ‘Last Supper’ Performance - Newsweek,2024-07-28,www.newsweek.com,https://www.newsweek.com/pastors-counter-conservative-christian-fury-over-olympics-last-supper-performance-1931202,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, apostles, religious, faith, mock, mockery, offend, offensive",12,"Published

Jul 28, 2024 at 01:18 PM EDT

updated

Jul 29, 2024 at 08:29 AM EDT

Politics and Culture Reporter

Two pastors have publicly pushed back against claims from conservatives that a scene from the Paris Olympic opening ceremony depicted the ""Last Supper,"" instead countering that it represented the Feast of Dionysus.

On Friday evening, the four-hour Olympic opening ceremony showcased a blend of modern and historic French culture, featuring diverse artistic...",,,,,,,,,,,,
Cluster B - Opening Ceremony / Christianity,1357,Trump on LA 2028 Olympics: ‘We Won’t Be Having a Last Supper’ - Newsweek,2024-07-30,www.newsweek.com,https://www.newsweek.com/trump-la-2028-olympics-comment-last-supper-1931951,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, apostles, religious, faith, mock, mockery, offend, offensive",12,"...he will use his power to influence the organizers of the 2028Olympics, which will take place in Los Angeles, California.

Speaking toLaura Ingrahamon FOX News during an interview Monday, theRepublicancandidate and former president condemned Friday's opening ceremony of the Paris 2024 Olympic Games.

""I thought that the opening ceremony was a disgrace, actually,""said Trump. ""I thought it was a disgrace.""

He appeared to be referring to a scene in which a group of drag artists and dancers were pos...",,,,,,,,,,,,
Cluster B - Opening Ceremony / Christianity,1358,Vatican Issues ‘Unusual’ Response to Olympics ‘Last Supper’ Controversy - Newsweek,2024-08-03,www.newsweek.com,https://www.newsweek.com/vatican-holy-see-respond-last-summer-opening-paris-olympic-games-1934237,high_precision,high,"opening ceremony, last supper","christian, jesus, apostles, religion, religious, biblical, mock, mockery, parody, offensive",12,"Published

Aug 03, 2024 at 06:08 PM EDT

Weekend Night Editor

In a long-awaited move, the Vatican has finally weighed in on the ongoing debate surrounding acontroversial segmentfrom the 2024 ParisOlympicsopening ceremony, issuing a rare weekend press release expressing disappointment over what many perceived as a parody of Leonardo da Vinci's iconic ""The Last Supper"" painting.

The statement, released Saturday evening in French reported byReuters, ma...",,,,,,,,,,,,
Cluster B - Opening Ceremony / Christianity,1414,Controversial Last Supper Tableau At The 2024 Olympics | Mishael Austin Witty,2024-08-15,www.patheos.com,https://www.patheos.com/blogs/doyouwanttogetwell/2024/08/controversial-last-supper-tableau-at-the-2024-olympics/,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, apostles, religious, mock, mockery, parody, offend, offensive",12,"The Last Supper tableau at the 2024 Summer Olympics caused a great deal of controversy. But are Christians missing an opportunity to show grace and share the truth about who Jesus was?/AI-generated image usingWritesonic

The 2024 Paris Olympics wrapped u...",,,,,,,,,,,,
Cluster B - Opening Ceremony / Christianity,1417,Olympics 2024: Celebrating Dionysius At The Lord’s Table? | Anthony Costello,2024-07-31,www.patheos.com,https://www.patheos.com/blogs/theologicalapologetics/2024/07/olympics-2024-celebrating-dionysius-at-the-lords-table/,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, religion, religious, faith, biblical, mock, mockery, parody",12,"Editors Note: This is a guest post by Christian author and speakerKaon Serjani.

Immediately following theOpening Ceremony of the Paris 2024 Olympics, there was global controversy among Christians who interpreted certain segments as a mockery ofDa Vinci’s The Last Supper. Some organizers...",,,,,,,,,,,,
Cluster B - Opening Ceremony / Christianity,1480,"Drag Queens admit Paris Olympic Games performance as parody of ""The Last Supper"" | RVA",2024-08-02,www.rvasia.org,https://www.rvasia.org/asian-news/drag-queens-admit-paris-olympic-games-performance-parody-last-supper,high_precision,high,"opening ceremony, last supper","christianity, christian, religious, faith, biblical, mock, mockery, parody, offend, offensive",12,"The artists involved in the opening ceremony of the 2024 Olympic Games have disclosed that their performance was, in fact,a parody of Leonardo da Vinci's ""The Last Supper.""

The admission was made in online social media posts and statements to the media.

Speaking to the French...",,,,,,,,,,,,
Cluster B - Opening Ceremony / Christianity,1481,"Drag Queens admit Paris Olympic Games performance as parody of ""The Last Supper"" | RVA",2024-08-02,www.rvasia.org,https://www.rvasia.org/index.php/asian-news/drag-queens-admit-paris-olympic-games-performance-parody-last-supper,high_precision,high,"opening ceremony, last supper","christianity, christian, religious, faith, biblical, mock, mockery, parody, offend, offensive",12,"The artists involved in the opening ceremony of the 2024 Olympic Games have disclosed that their performance was, in fact,a parody of Leonardo da Vinci's ""The Last Supper.""

The admission was made in online social media posts and statements to the media.

Speaking to the French...",,,,,,,,,,,,
Cluster B - Opening Ceremony / Christianity,1581,Paris LOC apologises to Christians over 'offensive segment' of Olympics opening ceremony | TheCable,2024-07-28,www.thecable.ng,https://www.thecable.ng/paris-loc-apologises-to-christians-over-offensive-segment-at-olympics-opening-ceremony/,high_precision,high,"opening ceremony, last supper","christianity, christian, jesus, apostles, religion, religious, biblical, mock, mockery, offensive",12,"The organisers of the Paris Olympics have apologised over some scenes from the event’s opening ceremony that have been described as a mockery of Christianity.

The Paris Olympics opening ceremony was held on Friday on the River Seine.

Boats ferried participating countries in parades over the body of water, and the event featured music...",,,,,,,,,,,,
