article_index,title,publication_date,source,url,label,confidence,strong_hits,support_hits,all_hits_count,snippet
3149,The Olympics Just Did The South Park Man vs Woman Boxing Match Meme For Real - modernity,2024-08-01,modernity.news,https://modernity.news/2024/08/01/the-olympics-just-did-the-south-park-man-vs-woman-boxing-match-meme-for-real/,high_precision,high,"imane khelif, khelif","boxing, boxer, female boxer, olympic boxing, algeria, eligibility, gender, male, female",11,"...d other special offers! No more than 2 emails per day max.

You have successfully joined the  m o d e r n i t y  subscriber list. You will receive a newsletter soon!

Sports fans and the rest of the world has reacted with dismay and disgust after an Olympic boxing match was quickly forfeited by a female competitor who was being forced to fight a man.

The IOC has legitimized male violence against women as entertainment.Get men out of women's sports.#IStandWithAngelaCariniwho should never have be..."
3298,Boxer Imane Khelif Addresses Anti-Trans Media Frenzy,2024-08-06,www.buzzfeednews.com,https://www.buzzfeednews.com/article/leylamohammed/boxer-imane-khelif-anti-trans-media-frenzy-olympics,high_precision,high,"imane khelif, khelif","boxing, boxer, female boxer, algeria, algerian, eligibility, gender, male, female",11,"The Algerian female boxer, who has faced heaps of false, anti-trans speculation around her gender over the past week, was recently misgendered by the president of the International Boxing Association during a press conference.

BuzzFeed Staff

Many of th..."
3303,Why Imane Khelif won't be forced to give back Olympic gold medal 12 months on from gender scandal,2025-08-01,www.gbnews.com,https://www.gbnews.com/sport/other-sport/imane-khelif-olympic-gold-medal-gender-scandal,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender, gender test, male, female",11,"WATCH NOW: ''It is just unfair!' Martin Daubney erupts after activist defends Imane Khelif - 'My children were in tears!'

ByJack Otway,

Published: 01/08/2025

Today marks a year since the boxer beat Angela Carini, who was reduced to tears

A year ago today, Imane Khelif was thrust into the spotlight after beating Angela Cari..."
3343,Imane Khelif wins Olympic boxing gold medal amid controversial gender row,2024-08-09,www.gbnews.com,https://www.gbnews.com/sport/olympics/imane-khelif-wins-olympic-boxing-gold-medal-gender-row,high_precision,high,"imane khelif, khelif","boxing, boxer, olympic boxing, algeria, algerian, eligibility, gender, male, female",11,"Imane Khelif wins Olympic boxing gold medal amid controversial gender row

REUTERS

ByOliver Trapnell,

Published: 09/08/2024

Updated: 09/08/2024

The Algerian champion came under fire after being disqualified from a boxing event last year for faili..."
3373,Olympics fans rage as athlete who has failed gender test wins boxing fight - 'End of equality in sport',2024-08-01,www.gbnews.com,https://www.gbnews.com/sport/olympics/olympics-fans-rage-boxing-imane-khelif,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender, gender test, male, female",11,"Labour-run council shoots down claim migrant cultures 'don't respect women'

Olympics fans have raged after Imane Khelif beat Angela Carini in the boxing on Thursday

GETTY

ByJack Otway,

Published: 01/08/2024

Updated: 01/08/2024

The Algerian boxer beat her opponent after just 46 seconds on Thursday

Fans of the Olympics have raged on social media after..."
3674,Taiwan leaders back boxer in Paris Olympics gender row,2024-08-02,www.rappler.com,https://www.rappler.com/sports/boxing/taiwan-leaders-back-boxer-paris-olympics-gender-row,high_precision,high,"imane khelif, khelif","boxing, boxer, women's boxing, algeria, eligibility, gender, sex, male, female",11,"SUMMARY

This is AI generated summarization, which may have errors. For context, always refer to the full article.

FILE PHOTO:  Nesthy Petecio of the Philippines in action against Lin Yu-Ting (in red) of Taiwan in their Tokyo 2020 Olympics women's boxing featherweight bout in Tokyo, Japan on July 26, 2021.

REUTERS/Ueslei Marcelino/File Photo

TAIPEI, Taiwan – Taiwan’s presidential office and former president on Friday, August 2, expressed support for Taiwanese boxer Lin Yu-ting who ha..."
3675,Algeria's Khelif advances as Italy's Carini abandons fight after 46 seconds,2024-08-01,www.rappler.com,https://www.rappler.com/sports/boxing/imane-khelif-advances-angela-carini-abandons-fight-paris-olympics-august-1-2024,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender, gender test, male, female",11,"SUMMARY

This is AI generated summarization, which may have errors. For context, always refer to the full article.

FOES. Boxers Imane Khelif of Algeria and Angela Carini of Italy react after their round of 16 bout in the women's 66kg division in the 2024 Paris Olympics.

Isabel Infantes/REUTERS

PARIS, France – AlgerianImane Khelif‘s much-anticipated Paris Olympics wom..."
3679,Taiwan's Lin beats Uzbek Turdibekova amid fierce gender row,2024-08-02,www.rappler.com,https://www.rappler.com/sports/boxing/taiwan-lin-yu-ting-beats-uzbekistan-turdibekova-amid-fierce-gender-row-paris-olympics-august-2-2024,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender, sex, male, female",11,"SUMMARY

This is AI generated summarization, which may have errors. For context, always refer to the full article.

HIT. Lin Yu-ting of Taiwan in action with Sitora Turdibekova of Uzbekistan in the Paris Olympics boxing 57kg round of 16.

Peter Cziborra /REUTERS

PARIS, France – Taiwan’s double world champion Lin Yu-ting, one of two boxers at the heart of a gender row, won her featherweight round of 16 bout against Uzbekistan’s Sidora Turdibekova on points by..."
3737,Algeria's Imane Khelif reaches Olympic boxing final amid gender row,2024-08-06,www.rappler.com,https://www.rappler.com/sports/boxing/imane-khelif-reaches-boxing-final-amid-gender-row-paris-olympics-2024,high_precision,high,"imane khelif, khelif","boxing, boxer, olympic boxing, algeria, algerian, eligibility, gender, sex, gender test",11,"SUMMARY

This is AI generated summarization, which may have errors. For context, always refer to the full article.

WINNER. Referee raises the arm of boxer Imane Khelif of Algeria after winning her fight against Janjaem Suwannapheng of Thailand in the women's 66kg semifinals in the 2024 Paris Olympics.

Maye-E Wong/REUTERS

PARIS, France – Algeria’s Imane Khelif, the boxer at the center of a gende..."
3775,Paris Olympics gold has 'special taste' for women's champion Khelif after gender dispute,2024-08-10,www.rappler.com,https://www.rappler.com/sports/boxing/paris-olympics-gold-medal-special-taste-women-champion-imane-khelif-gender-dispute-2024,high_precision,high,"imane khelif, khelif","boxing, boxer, olympic boxing, algeria, algerian, eligibility, gender, sex, gender test",11,"SUMMARY

This is AI generated summarization, which may have errors. For context, always refer to the full article.

STRONG WOMAN. Gold medalist Imane Khelif of Algeria kisses her medal as silver medallist Liu Yang of China, bronze medallist Nien Chin Chen of Taiwan and bronze medallist Janjaem Suwannapheng of Thailand react.

Pilar Olivares/Reuters

PARIS, France – Victory at the Paris Olymp..."
4021,What is DSD? The condition explained after Imane Khelif Olympic boxing row over XY chromosome | The Independent,2024-10-23,www.independent.co.uk,https://www.independent.co.uk/news/uk/home-news/imane-khelif-dsd-xy-chromosome-test-paris-2024-olympics-b2634042.html,high_precision,high,"imane khelif, khelif","boxing, boxer, olympic boxing, algeria, eligibility, gender, sex, male, female",11,"Notifications can be managed in browser preferences.

Please refresh the page or navigate to another page on the site to be automatically logged inPlease refresh your browser to be logged in

Swipe for next article

‘Is sex something that you can see depending on which hormone, estrogen, or testosterone you preferentially produce? No, it’s not. Sex is much more complicated,’ expert tellsMaya Oppenheim

Removed from bookmarks

I would like to be emailed about offers,..."
4391,IOC president weighs in on Olympic boxing gender controversy: ‘This is the definition of a woman’ | The Independent,2024-08-03,www.independent.co.uk,https://www.independent.co.uk/sport/olympics/olympics-boxing-gender-test-paris-2024-ioc-b2590636.html,high_precision,high,"imane khelif, khelif","boxing, boxer, olympic boxing, algeria, algerian, eligibility, gender, male, female",11,"Notifications can be managed in browser preferences.

Please refresh the page or navigate to another page on the site to be automatically logged inPlease refresh your browser to be logged in

Swipe for next article

Thomas Bach defended boxers Lin Yu-ting and Imane Khelif and their place at Paris 2024 after failing gender eligibility tests run by the International Boxing Association

Removed from bookmarks

I would like to be emailed about offers, events and updates from The Indepen..."
4393,Watch: IOC and Paris Olympics officials hold press conference amid boxing row | The Independent,2024-08-03,www.independent.co.uk,https://www.independent.co.uk/sport/olympics/paris-olympics-boxing-imane-khelif-livefeed-b2590580.html,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender, gender test, male, female",11,"...Watch as International Olympic Committee (IOC) andParis 2024officials held a press conference on Saturday, 3 August.

Mark Adams, IOC spokesperson, and Anne Descamps, Paris 2024 executive director of communications spoke to reporters.

It comes as boxerImane Kheliffaces an international gender rowamid a frenzy of misinformation.

Italian boxer Angela Cariniabandoned the last-16 contest against her Algerian opponent after just 46 seconds, when Khelif landed the first significant punch of the fi..."
4756,We Must Defend Imane Khelif | The Nation,2024-08-05,www.thenation.com,https://www.thenation.com/article/society/imane-khelif-olympics-paris-boxing-transphobia,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, gender, sex, gender test, male, female",11,"Forgot Your Password?

New toThe Nation?Subscribe

Print subscriber?Activateyour online access

Transphobia also hurts cisgender women like the Algerian boxer Imane Khelif who don’t conform to a narrow, Eurocentric vision of womanhood.

Imane Khelif of Algeria celebrates victory against Anna Luca Hamori of Hungary in the Olympic women’s quarterfinal 66kg boxing match on..."
4871,Taiwan’s Olympic medallist Lin Yu-ting quits boxing event over gender issue | Boxing News | Al Jazeera,2024-11-27,www.aljazeera.com,https://www.aljazeera.com/sports/2024/11/27/taiwans-olympic-medallist-lin-yu-ting-quits-boxing-event-over-gender-issue,high_precision,high,"imane khelif, khelif","boxing, boxer, olympic boxing, algeria, algerian, eligibility, gender, male, female",11,"Taiwanese officials withdraw Lin from the event in the UK to ‘avoid further harm’ to the Paris 2024 gold medallist.

Save

Share

Taiwan’s Olympic boxing gold medallistLin Yu-tinghas pulled out of an international competition in the United Kingdom after the organisers questioned her gender eligibility, Taiwanese sports officials have said.

Lin, who along with Algerian boxer Imane Kheli..."
4893,"Bilesmania, gender row: Five viral moments that define Paris Olympics 2024 | Paris Olympics 2024 News | Al Jazeera",2024-08-12,www.aljazeera.com,https://www.aljazeera.com/sports/2024/8/12/bilesmania-gender-row-five-viral-moments-that-define-paris-olympics-2024,high_precision,high,"imane khelif, khelif","boxing, boxer, olympic boxing, algeria, algerian, eligibility, gender, male, female",11,"...pole vault gold medalist Armand Duplantis of Sweden to Australia’s women’s pole vault champion Nina Kennedy and many others, athletes far and wide performed the Dikec celebration during the final week.



The second week of the games saw the women’s boxing competition embroiled in a controversy over the gender of two athletes – Algeria’s Imane Khelif and Taiwan’s Lin Yu-ting.

It started with Italian boxer Angela Carini abandoning a match against Khelif, walking away from the contest to her corn..."
4932,"IBA gender tests on two Olympic boxers flawed and illegitimate, says IOC | Paris Olympics 2024 News | Al Jazeera",2024-08-04,www.aljazeera.com,https://www.aljazeera.com/sports/2024/8/4/iba-gender-tests-on-two-olympic-boxers-flawed-and-illegitimate-says-ioc,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender, gender test, male, female",11,"The International Olympic Committee stands with the two Olympic boxers in gender test debate, cites flawed IBA testing.

Save

Share

The gender tests conducted by the International Boxing Association (IBA) on two female fighters at last year’s world championships that led to their disqualification were illegitim..."
5202,International Boxing Association Breaks Silence and Slams Olympic Committee After Allowing Boxers Who Failed Gender Tests to Compete at Paris Olympics 2024 | The Gateway Pundit | by Jim Hᴏft,2024-08-01,www.thegatewaypundit.com,https://www.thegatewaypundit.com/2024/08/international-boxing-association-breaks-silence-slams-olympic-committee,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender, gender test, male, female",11,"The International Boxing Association (IBA) has issued a scathing statement aimed at the International Olympic Committee (IOC) regarding its controversial eligibility guidelines for the Paris 2024 Olympics.

The IBA’s remarks come in the wake of a shocking boxing match..."
5204,Second Boxer with Male DNA Brutally Beats a Woman at the Paris Olympics and Wins Bout | The Gateway Pundit | by Jim Hᴏft,2024-08-02,www.thegatewaypundit.com,https://www.thegatewaypundit.com/2024/08/second-boxer-male-dna-beats-woman-paris-olympics,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender, gender test, male, female",11,"Taiwanese boxer Lin Yu-Ting, previously disqualified from the 2023 Women’s Boxing World Championships for failing to meet gender eligibility criteria, secured a decisive victory against Uzbekistan’s Sitora Turdibekova.

The match, which took place on Friday, s..."
5848,Imane Khelif set to turn professional after winning Olympic gold | Metro News,2024-10-21,metro.co.uk,https://metro.co.uk/2024/10/21/imane-khelif-set-turn-professional-winning-olympic-gold-21836642,high_precision,high,"imane khelif, khelif","boxing, boxer, olympic boxing, algeria, algerian, eligibility, gender, male, female",11,"Imane Khelif has announced her intention to turn professional after winning gold at theOlympic Gamesthissummer.

Khelif became the first Algerian female Olympic boxing gold medallist whenshe triumphed in the women’s welterweight category in Paris.

H..."
5882,JK Rowling and Elon Musk named in Imane Khelif 'cyber harassment' lawsuit | Metro News,2024-08-14,metro.co.uk,https://metro.co.uk/2024/08/14/imane-khelif-names-jk-rowling-elon-musk-cyberbullying-lawsuit-olympics-win-21418069,high_precision,high,"imane khelif, khelif","boxing, boxer, female boxer, algeria, algerian, eligibility, gender, male, female",11,"Elon Muskand J.K. Rowling have been named ina lawsuit filed to French authoritiesover alleged ‘cyber harassment’ againstOlympicchampion boxerImane Khelif.

Nabil Boudi, Khelif’s attorney, has confirmed that the criminal complaint has been filed with theParispublic prosecutor’s office last Friday.

‘J. K. Rowling and Elon Musk are named in the lawsuit, among others,’ Boudi toldVariety..."
6015,Imane Khelif in tears as she secures Olympic medal with dominant victory | Metro News,2024-08-03,metro.co.uk,https://metro.co.uk/2024/08/03/imane-khelif-tears-secures-olympic-medal-dominant-victory-21355333,high_precision,high,"imane khelif, khelif","boxing, boxer, olympic boxing, algeria, algerian, eligibility, gender, male, female",11,"Imane Khelifwas in tears after she guaranteed herself anOlympicmedal with a dominant victory over Hungary’sAnna Luca Hamorion Saturday.

The Algerian, whose participation inParishas beenmet with controversyafter she was disqualified from the Women’s..."
6147,Two boxers cleared to fight as women in Olympics after being banned | Metro News,2024-07-30,metro.co.uk,https://metro.co.uk/2024/07/30/two-boxers-cleared-fight-women-olympics-banned-21324680,high_precision,high,"imane khelif, khelif","boxing, boxer, female boxer, olympic boxing, algeria, eligibility, gender, male, female",11,"Two female boxers at theParisOlympics who were disqualified at the 2023 world championships after being judged to have failed gender eligibility tests have complied with all rules to fight at the games, the IOC said.

Lin Yu-ting of Taiwan and Imane Khel..."
6574,Imane Khelif makes career decision after Olympics gender row controversy | Other | Sport | Express.co.uk,2024-10-21,www.express.co.uk,https://www.express.co.uk/sport/othersport/1965012/Imane-Khelif-Olympics-gender-row-boxing,high_precision,high,"imane khelif, khelif","boxing, boxer, female boxer, algeria, algerian, eligibility, gender, male, female",11,"Imane Khelif, fresh off herOlympictriumph in Paris, confirmed that she planned to become a professional boxer just months after snatching a gold medal.

The Algerian sensation faced a storm of controversy during her Olympic journey, having been previ..."
6599,Gender row boxer Lin Yu-ting storms to Olympic gold and follows Imane Khelif's lead | Other | Sport | Express.co.uk,2024-08-10,www.express.co.uk,https://www.express.co.uk/sport/othersport/1934601/lin-yu-ting-boxing-olympics-imane-khelif,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender, gender test, male, female",11,"Lin Yu-ting powered to an emphatic victory over Julia Szeremeta to win gold in the women's 57kg boxing at theParis Olympics.

Taiwanese competitor Lin, like Algerian boxer Imane Khelif, turned out at the Games despite being disqualified from the World Championships last year for reportedly failing gender eligibility tests.

Lin won by a comfort..."
6682,First Olympic medallist in both men and women's events is from Team GB | Other | Sport | Express.co.uk,2024-08-03,www.express.co.uk,https://www.express.co.uk/sport/othersport/1931713/henry-fieldman-olympics-rowing-medal-team-gb,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender, sex, male, female",11,"...ks, having already won bronze in the men’s eight at Tokyo 2020. The 36-year-old was able to achieve the extraordinary feat thanks to his unique role as a coxswain in rowing.

Coxswains are allowed to be included in a team with rowers of the opposite sex following a rule change in 2017. Their primary role is to be in charge of guiding the boat - sitting at the stern, steering, calling the stroke and generally implementing the strategy of races.



Team GB finished with a time of 5:59.51, finishin..."
6708,Olympics chiefs issue very strong statement after Imane Khelif's boxing win sparks row | Other | Sport | Express.co.uk,2024-08-01,www.express.co.uk,https://www.express.co.uk/sport/othersport/1931086/2024-Paris-Olympics-boxing-Imane-Khelif,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender, gender test, male, female",11,"The International Olympic Committee have defended their decision to allow two boxers who previously failed a gender test to compete at thesummer Gamesin Paris. The boxing action on Thursday was clouded by controversy after Algeria's Imane Khelif, disqualified from last year's World Championships as a result of high testosteron..."
6713,Woman who beat Olympic boxer that failed sex test wades into debate | Boxing | Sport | Express.co.uk,2024-08-01,www.express.co.uk,https://www.express.co.uk/sport/boxing/1931030/Imane-Khelif-Angela-Carini-olympic-boxing,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender, sex, male, female",11,A boxer who defeated Imane Khelif has waded into the debate over the Algerian fighter'sOlympic Gamesparticipation. Khelif was one of two athletes cleared to compete in women’sboxingdespite being disqualified from last year’s Women’s World Boxing Champi...
7160,The Olympics Could Have Avoided the Ugly Boxing Debate - The Atlantic,2024-08-09,www.theatlantic.com,https://www.theatlantic.com/ideas/archive/2024/08/olympic-boxing-gender-debate-imane-khelif/679410,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, eligibility, gender, sex, intersex, male, female",11,"Questions about unfair advantage won’t just go away.

In the past few days, Imane Khelif and Lin Yu-ting, the two boxers at the center of a storm over their eligibility to compete in the women’s category at the Olympics, have been subjected to brutal public scrutiny and appalling abuse. But the International Olympic Committe..."
7332,2 Male Boxers Previously Barred From Women’s Events Will Fight In Paris Olympics – One America News Network,2024-07-31,www.oann.com,https://www.oann.com/newsroom/2-male-boxers-previously-barred-from-womens-events-will-fight-in-paris-olympics,high_precision,high,"imane khelif, khelif","boxing, boxer, female boxer, algeria, eligibility, gender, gender test, male, female",11,"OAN StaffJames Meyers11:33 AM – Wednesday, July 31, 2024

Two male boxers who were disqualified from competing with women at a global event last year have been allowed to fight in the Paris Olympics, the International Olympic Committee confirmed.

two trans athletes allowed to compete in Olympics BOXING 🥊the in..."
7334,Paris Olympics: Second Gender-Related Boxing  Controversy Emerges With Taiwanese Fighter Lin Yu-Ting – One America News Network,2024-08-02,www.oann.com,https://www.oann.com/newsroom/paris-olympics-second-gender-related-boxing-controversy-emerges-with-taiwanese-fighter-lin-yu-ting,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender, gender test, male, female",11,"OAN StaffBlake Wolf12:31 PM – Friday, August 2, 2024

A second Olympics boxing controversy arose after Taiwanese boxer Lin Yu-Ting won her Friday bout against Uzbekistan’s Sitora Turdibekova.

The day before, the boxing world was buzzing after another fighter, Algeria’s Imane Khelif, won her fight in just 46 seconds afte..."
8756,Gloves Off: Woman Boxer’s Olympics Defeat Reignites Bulgaria’s Gender Battles | Balkan Insight,2024-08-06,balkaninsight.com,https://balkaninsight.com/2024/08/06/gloves-off-woman-boxers-olympics-defeat-reignites-bulgarias-gender-battles/bi,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, eligibility, gender, sex, intersex, male, female",11,"Controversy over an old source of discord has erupted again in Bulgaria after Lin Yu-ting of Taiwan defeated Bulgarian woman boxer Svetlana Kamenova Staneva at the Olympics featherweight quarter-final in Paris at the weekend.

Media commentators and politicians have spread ill-informed stereotypes and encouraged discriminatory rhetoric, according to media experts.

There h..."
8760,Olympics Marred by Online Hate Speech Targeting LGBTQ+ People | Balkan Insight,2024-08-13,balkaninsight.com,https://balkaninsight.com/2024/08/13/olympics-marred-by-online-hate-speech-targeting-lgbtq-people/bi,high_precision,high,"imane khelif, khelif","boxing, boxer, female boxer, algeria, algerian, eligibility, gender, male, female",11,"...RN’s team of digital rights monitors showed that two major controversies dominated online discourse in South-East and Central Europe throughout the duration of the Games: the row over alleged blasphemy at the opening ceremony, and the involvement of female boxers Imane Khelif and Lin Yu-Ting.

Algerian pugilist Imane Khelif was the target of the harshest personal insults online. She and Lin Yu-ting of Taiwan had both previously been disqualified from 2023’s boxing World Championships by the Inte..."
8831,"'This is unjust!' Female boxer quits Olympic match after being brutalized by biological male * WorldNetDaily * by Harold Hutchison, Daily Caller News Foundation",2024-08-01,www.wnd.com,https://www.wnd.com/2024/08/this-is-unjust-female-boxer-quits-olympic-match-after-being-brutalized-by-biological-male,high_precision,high,"imane khelif, khelif","boxing, boxer, female boxer, olympic boxing, algeria, eligibility, gender, male, female",11,"ByHarold Hutchison, Daily Caller News Foundation

August 1, 2024



A two-time Olympic gold medalist in women’s boxing called a Thursday Olympic boxing match between a biological male from Algeria and a female Italian boxer “scary.”

Angela Cariniendedthe match against Imane Khelif after 46 seconds following a series of hard blows to the head that left the Ita..."
903,"Paris Olympics 2024: Simone Biles wins gold, Katie Ledecky breaks Olympic record & USWNT remains undefeated | Live Updates",2024-08-31,www.foxnews.com,https://www.foxnews.com/live-news/olympics-2024-paris-july-31-2024,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender, male, female",10,"...ounce of playing time in the first half, let alone the entire game, against South Sudan, a scrappy bunch that gave the Stars and Stripes fits during their exhibition game this month.

Embiid, who opted to play for the United States while also having eligibility for France and his home country, Cameroon, was deadpan on the Team USA bench throughout the game, as the broadcast picked up.

Instead of substituting for Davis off the bench, Kerr called on Bam Adebayo to relieve him. Adebayo played 21 m..."
1230,2024 Olympics: Noah Lyles wins 100m in photo finish; Novak Djokovic wins first gold in tennis,2024-08-05,www.nbcnews.com,https://www.nbcnews.com/sports/olympics/live-blog/olympic-games-2024-live-updates-rcna162869,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, gender, sex, male, female",10,"...eting nations and groups andtied for the most gold medalswith China at 19. The Americans have 19 gold, 26 silver and 26 bronze medals.

We apologize, this video has expired.

Olympic swimmer Katie Ledecky just made history as the most decorated U.S. female Olympic athlete, with 14 medals. She sat down with NBC Newsâ Lester Holt to talk about how her latest victories felt and what she hopes to do next.

Ethan Katzberg won Canadaâs first gold in hammer throw today.

Katzbergâs medal is the f..."
1378,Everything that happened on Day 12 of the 2024 Paris Olympics - The Athletic,2024-08-07,www.nytimes.com,https://www.nytimes.com/athletic/live-blogs/paris-olympics-2024-live-updates-day-twelve-scores-results/ASZRovNCvJZe/,high_precision,high,"imane khelif, khelif","boxing, boxer, olympic boxing, gender, sex, gender test, male, female",10,"...a fall that heavy,” Diffey said solemnly as he signed off.

GO FURTHER

Ethiopia’s Lamecha Girma stretchered off track after falling during steeplechase final

International Olympic Committee officials have repeatedly said thatLin Yu-tingand another boxer fighting for gold,Imane Khelif, have met all requirements to compete at the Paris Games in women’s divisions. Their official documents show they were assigned female at birth and that they identify as women, and they have competed as such for y..."
2050,Imane Khelif: France launches probe over alleged cyberbullying of gender-row Olympics boxer | South China Morning Post,2024-08-14,www.scmp.com,https://www.scmp.com/sport/paris-olympics-2024/article/3274484/imane-khelif-france-launches-probe-over-alleged-cyberbullying-gender-row-olympics-boxer,high_precision,high,"imane khelif, khelif","boxing, boxer, olympic boxing, algeria, algerian, eligibility, gender, sex",10,"France has launched a cyberbullying probe following a complaint by Algerian Olympic boxing champion Imane Khelif, who was at the centre of a gender controversy at the Paris Olympic Games, prosecutors said on Wednesday.

The investigation was opened on Tuesday into “cyberharrassment” following the high-profile gender..."
2053,Imane Khelif: IOC confirms Olympic boxing champion launching legal action over medical allegations | Boxing News | Sky Sports,2024-11-06,www.skysports.com,https://www.skysports.com/boxing/news/12183/13249411/imane-khelif-ioc-confirms-olympic-boxing-champion-launching-legal-action-over-medical-allegations,high_precision,high,"imane khelif, khelif","boxing, boxer, women's boxing, olympic boxing, algeria, algerian, eligibility, gender",10,"International Olympic Committee confirms the gold-medal-winning boxer is initiating legal action over allegations made in the French media, adding that it is also ""saddened"" by the abuse she has received since the Paris Games this summer

Wednesday 6 November 2024 17:51, UK

Please use Chrome browser for a more a..."
2062,"TYBOX: We should blame Facebook, too, for allowing lies on Imane Khelif",2024-08-05,mindanews.com,https://mindanews.com/mindaviews/2024/08/tybox-we-should-blame-facebook-too-for-allowing-lies-on-imane-khelif/,high_precision,high,"imane khelif, khelif","boxer, female boxer, algeria, algerian, gender, sex, male, female",10,"Welcome Back,

-

It is right that you call out friends and family for those homophobic, gender insensitive remarks on Algerian boxer Imane Khelif when the issue on her gender and sex came out in the public during her Olympic match last week.

But let us also blame Facebook as well, which supposedly is active in taking down disinformatio..."
2068,Imane Khelif named JK Rowling and Elon Musk in lawsuit - so what now?,2024-08-14,thetab.com,https://thetab.com/2024/08/14/imane-khelif-names-jk-rowling-and-elon-musk-in-lawsuit-heres-what-it-could-mean-for-them,high_precision,high,"imane khelif, khelif","boxer, algeria, algerian, gender, sex, intersex, male, female",10,"The Olympic gold medal winning boxer is suing those she complains repeatedly and falsely called her a man online

Imane Khelif has filed her cyberbullying lawsuit after she was relentlessly and falsely called a man on social media – specifically Twitter / X – whilst she competed i..."
2071,Imane Khelif and the making of Olympic icons - 360,2024-08-13,360info.org,https://360info.org/imane-khelif-and-the-making-of-olympic-icons/,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, gender, sex, male, female",10,"...download. Indicate if you made any changes to the work.

The following boxes are optional to fill in. We ask that you fill them in if you can as they help us tell the Authors where their content is being published.

Δ

The iconic images captured of female athletes during the 2024 Paris Olympics illustrate how far we've come but also how far we still have to go.

The iconic images captured of female athletes during the 2024 Paris Olympics illustrate how far we’ve come but also how far we still h..."
2075,Gender-row boxer Lin wins gold in first event since Paris Olympics | Paris Olympics 2024 News | Al Jazeera,2025-10-23,www.aljazeera.com,https://www.aljazeera.com/sports/2025/10/23/gender-row-boxer-lin-wins-gold-in-first-event-since-paris-olympics,high_precision,high,"imane khelif, khelif","boxing, boxer, olympic boxing, algeria, algerian, eligibility, gender, sex",10,"Taiwan’s Lin Yu-ting and Algerian Imane Khelif were at centre of a storm in Paris where they won Olympic boxing titles.

ByNews Agencies

Share

Save

Taiwanese Olympic boxing champion Lin Yu-ting won gold on her return to the ring following the gender row that exploded at t..."
2081,Algerian boxer Imane Khelif taking legal action over gender reports,2024-11-06,www.lemonde.fr,https://www.lemonde.fr/en/international/article/2024/11/06/algerian-boxer-imane-khelif-taking-legal-action-over-gender-reports_6731869_4.html,high_precision,high,"imane khelif, khelif","boxing, boxer, algeria, algerian, eligibility, gender, sex, male",10,"...Kirk's murder, Europe's far right swears allegiance to Trump's politics

France takes anti-drone measures after flight over nuclear submarine base

Did French authorities know cement company Lafarge was funding terrorist groups?

After Le Scouarnec sexual abuse trial, court faces challenge of compensating victims

French justice stalls as evidence of police violence during 2023 protest is overlooked

Israel's D9 bulldozer, a tool of destruction in Gaza

Ukraine's Pokrovsk faces fierce fighting,..."
2082,Boxer Imane Khelif knows exactly who she is: 'A strong woman with special powers',2024-11-15,www.lemonde.fr,https://www.lemonde.fr/en/m-le-mag/article/2024/11/15/boxer-imane-khelif-knows-exactly-who-she-is-a-strong-woman-with-special-powers_6732923_117.html,high_precision,high,"imane khelif, khelif","boxing, boxer, olympic boxing, algeria, algerian, gender, sex, male",10,"...Kirk's murder, Europe's far right swears allegiance to Trump's politics

France takes anti-drone measures after flight over nuclear submarine base

Did French authorities know cement company Lafarge was funding terrorist groups?

After Le Scouarnec sexual abuse trial, court faces challenge of compensating victims

French justice stalls as evidence of police violence during 2023 protest is overlooked

Israel's D9 bulldozer, a tool of destruction in Gaza

Ukraine's Pokrovsk faces fierce fighting,..."
